\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 6.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00057 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|       BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|    GLAT|       RA|      DEC|DEBLEND|CLUSTER|
|  char|    long|    double|double|  double|   double| long|double|  double|    double|double|double|double|  long|   double|  double|   double|   double|   long|   long|
|      |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |          |arcsec|arcsec|   deg|      |      deg|     deg|      deg|      deg|       |       |
|  null|    null|      null|  null|    null|     null| null|  null|    null|      null|  null|  null|  null|  null|     null|    null|     null|     null|   null|   null|
 767784        1    0.32918  0.333    0.020   0.00007     3  0.506    0.000  -27774.84  0.048  0.032   34.8      1 323.46064 -0.08203 232.33648 -56.52460       0       1 
 767784        2    0.55391  0.624    0.034   0.00009     3  0.357    0.000  -31469.33  0.055  0.030   49.4      1 323.45884 -0.07982 232.33152 -56.52380       0       1 
 767784        3    0.19986  0.265    0.018  -0.00002     3  0.738    0.000  -30256.42  0.078  0.041   84.9      1 323.45774 -0.07889 232.32893 -56.52365       0       1 
 767784        4    0.21791  0.157    0.012   0.00004     3  0.747    0.000  -33578.47  0.060  0.022   50.7      1 323.45839 -0.07929 232.33030 -56.52362       0       1 
 767784        5    0.27464  0.280    0.016   0.00003     3  0.590    0.000  -28081.98  0.063  0.026   37.6      1 323.45925 -0.07963 232.33194 -56.52341       0       1 
 767784        6    0.21362  0.127    0.010  -0.00000     3  0.855    0.000  -27002.19  0.049  0.021   39.1      1 323.45856 -0.07913 232.33039 -56.52338       0       1 
 767784        7    0.26343  0.148    0.012   0.00006     3  0.802    0.000  -26651.54  0.040  0.021   37.7      1 323.45848 -0.07896 232.33009 -56.52329       0       1 
 767784        8    0.19605  0.348    0.019   0.00014     3  0.738    0.000  -27777.35  0.078  0.036  -67.3      1 323.45858 -0.07899 232.33028 -56.52326       0       1 
 767784        9    0.22206  0.350    0.021   0.00003     0  0.970    0.000 -204897.70  0.078  0.050  -71.8      1 323.45934 -0.07950 232.33193 -56.52325       0       1 
 767784       10    0.21385  0.453    0.020   0.00004     1  0.911    0.000 -109854.96  0.078  0.040  -33.2      1 323.45908 -0.07930 232.33134 -56.52324       0       1 
 767784       11    0.21259  0.285    0.014   0.00002     3  0.774    0.000  -27059.81  0.078  0.029   44.1      1 323.45837 -0.07881 232.32978 -56.52323       0       1 
 767784       12    0.20244  0.152    0.011   0.00003     1  0.975    0.000 -204400.54  0.055  0.022   43.5      1 323.45932 -0.07945 232.33186 -56.52322       0       1 
 767784       13    0.22155  0.266    0.014   0.00003     3  0.794    0.000  -32026.27  0.078  0.025   53.1      1 323.45841 -0.07877 232.32980 -56.52317       0       1 
 767784       14    0.26390  0.493    0.024   0.00007     3  0.732    0.000  -26510.65  0.078  0.045   81.3      1 323.45847 -0.07871 232.32982 -56.52310       0       1 
 767784       15    0.20649  0.253    0.019   0.00014     3  0.924    0.000  -24422.03  0.078  0.036   61.0      1 323.45873 -0.07889 232.33040 -56.52310       0       1 
 767784       16    0.18868  0.183    0.017   0.00004     3  0.928    0.000  -24980.10  0.078  0.026   85.6      1 323.45929 -0.07925 232.33162 -56.52308       0       1 
 767784       17    0.23780  0.473    0.019   0.00004     3  0.687    0.000  -27365.31  0.078  0.039  -53.7      1 323.45937 -0.07927 232.33176 -56.52304       0       1 
 767784       18    0.35900  0.821    0.032   0.00011     3  0.523    0.000  -33128.61  0.078  0.035   61.1      1 323.45902 -0.07900 232.33095 -56.52302       0       1 
 767784       19    0.23512  0.503    0.020   0.00016     3  0.664    0.000  -26999.96  0.078  0.036   73.5      1 323.45850 -0.07860 232.32976 -56.52299       0       1 
 767784       20    0.26341  0.446    0.025   0.00010     3  0.672    0.000  -27139.89  0.078  0.041   51.5      1 323.45858 -0.07866 232.32993 -56.52299       0       1 
 767784       21    0.24370  0.512    0.023   0.00020     3  0.690    0.000  -27135.89  0.078  0.041  -68.6      1 323.45940 -0.07919 232.33171 -56.52297       0       1 
