\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 6.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00066 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|       BIC|FWHM_1|FWHM_2|    PA|STATUS|    GLON|    GLAT|       RA|      DEC|DEBLEND|CLUSTER|
|  char|    long|    double|double|  double|   double| long|double|  double|    double|double|double|double|  long|  double|  double|   double|   double|   long|   long|
|      |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |          |arcsec|arcsec|   deg|      |     deg|     deg|      deg|      deg|       |       |
|  null|    null|      null|  null|    null|     null| null|  null|    null|      null|  null|  null|  null|  null|    null|    null|     null|     null|   null|   null|
  57335        1    0.00007  0.385    0.021   0.00004     2  0.459    0.000  -25464.56  0.060  0.042    9.1      1 12.67793 -0.18238 273.47684 -18.03201       0       1 
  57335        2    0.00008  0.567    0.030   0.00005     2  0.363    0.000  -25632.91  0.056  0.060   47.9      1 12.67899 -0.18427 273.47911 -18.03198       0       1 
  57335        3    0.00021  1.739    0.068  -0.00002     2  0.136    0.000  -29162.95  0.060  0.046   32.4      1 12.67741 -0.17980 273.47419 -18.03122       0       1 
  57335        4    0.00035  2.489    0.108  -0.00012     2  0.124    0.000  -16830.17  0.060  0.043   21.4      1 12.67746 -0.17981 273.47422 -18.03119       0       1 
  57335        5    0.00008  0.222    0.015   0.00003     2  0.542    0.000  -27704.81  0.045  0.026   36.4      1 12.67757 -0.17972 273.47420 -18.03105       0       1 
  57335        6    0.00010  0.703    0.030  -0.00004     2  0.375    0.000  -42611.02  0.060  0.046   25.3      1 12.67812 -0.17911 273.47391 -18.03027       0       1 
  57335        7    0.00010  0.483    0.024   0.00001     1  0.802    0.000 -113324.02  0.059  0.032   20.2      1 12.68012 -0.18218 273.47775 -18.02999       0       1 
  57335        8    0.00006  0.489    0.023   0.00014     2  0.705    0.000  -29787.12  0.060  0.060   90.0      1 12.68050 -0.18225 273.47801 -18.02969       0       1 
  57335        9    0.00014  1.296    0.052   0.00012     2  0.114    0.000  -24880.66  0.055  0.060   11.5      1 12.68032 -0.18170 273.47741 -18.02958       0       1 
  57335       10    0.00005  0.186    0.011   0.00005     2  0.945    0.000  -27819.88  0.060  0.028   18.8      1 12.68071 -0.18236 273.47821 -18.02955       0       1 
  57335       11    0.00009  0.637    0.028  -0.00018     1  0.994    0.011  -26491.15  0.034  0.060  -48.4      1 12.68069 -0.18231 273.47816 -18.02955       0       1 
  57335       12    0.00010  0.378    0.024   0.00002     2  0.441    0.000  -24968.48  0.043  0.034   20.5      1 12.68044 -0.18174 273.47750 -18.02950       0       1 
  57335       13    0.00008  0.407    0.023   0.00001     1  0.787    0.000 -106045.55  0.060  0.037   26.3      1 12.68145 -0.18174 273.47802 -18.02860       0       1 
  57335       14    0.00009  0.416    0.022  -0.00003     2  0.367    0.000  -25583.16  0.049  0.035   17.7      1 12.68255 -0.18311 273.47983 -18.02829       0       1 
  57335       15    0.00009  0.416    0.026   0.00003     2  0.461    0.000  -24956.79  0.060  0.033   31.2      1 12.68189 -0.18066 273.47724 -18.02770       0       1 
  57335       16    0.00006  0.229    0.018   0.00000     2  0.824    0.000  -56899.72  0.060  0.038   75.0      1 12.68040 -0.18224 273.47795 -18.02976       1       2 
  57335       17    0.00006  0.312    0.026   0.00000     2  0.824    0.000  -56899.72  0.060  0.060  -89.1      1 12.68042 -0.18224 273.47796 -18.02975       1       2 
  57335       18    0.00004  0.186    0.012   0.00000     2  0.397    0.203  -74416.80  0.035  0.042  -86.9      1 12.68056 -0.18234 273.47812 -18.02968       1      12 
  57335       19    0.00009  1.994    0.058   0.00000     2  0.397    0.203  -74416.80  0.060  0.060  -75.8      1 12.68058 -0.18234 273.47813 -18.02966       1      12 
  57335       20    0.00013  2.534    0.056   0.00000     2  0.397    0.203  -74416.80  0.060  0.060  -89.9      1 12.68054 -0.18226 273.47803 -18.02965       1      12 
  57335       21    0.00006  0.552    0.031   0.00000     2  0.397    0.203  -74416.80  0.060  0.060   84.4      1 12.68053 -0.18222 273.47800 -18.02965       1      12 
  57335       22    0.00021  2.664    0.086   0.00000     2  0.397    0.203  -74416.80  0.055  0.053   21.4      1 12.68056 -0.18228 273.47806 -18.02964       1      12 
  57335       23    0.00069 15.913    0.417   0.00000     2  0.397    0.203  -74416.80  0.060  0.060   53.1      1 12.68060 -0.18233 273.47813 -18.02963       1      12 
  57335       24    0.00008  0.837    0.040   0.00000     2  0.397    0.203  -74416.80  0.060  0.058  -59.2      1 12.68055 -0.18223 273.47801 -18.02963       1      12 
  57335       25    0.00077 15.070    0.457   0.00000     2  0.397    0.203  -74416.80  0.060  0.060  -74.1      1 12.68060 -0.18230 273.47810 -18.02962       1      12 
  57335       26    0.00032  6.981    0.183   0.00000     2  0.397    0.203  -74416.80  0.060  0.060   87.8      1 12.68059 -0.18227 273.47807 -18.02962       1      12 
  57335       27    0.00010  1.536    0.051   0.00000     2  0.397    0.203  -74416.80  0.060  0.060   83.4      1 12.68057 -0.18223 273.47802 -18.02961       1      12 
