\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 6.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00069 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|       BIC|FWHM_1|FWHM_2|    PA|STATUS|    GLON|    GLAT|       RA|      DEC|DEBLEND|CLUSTER|
|  char|    long|    double|double|  double|   double| long|double|  double|    double|double|double|double|  long|  double|  double|   double|   double|   long|   long|
|      |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |          |arcsec|arcsec|   deg|      |     deg|     deg|      deg|      deg|       |       |
|  null|    null|      null|  null|    null|     null| null|  null|    null|      null|  null|  null|  null|  null|    null|    null|     null|     null|   null|   null|
  55288        1    0.00011  0.488    0.026   0.00001     2  0.320    0.000  -27761.90  0.051  0.033   33.0      1 12.20605 -0.10119 273.16374 -18.40726       0       1 
  55288        2    0.00006  0.396    0.019   0.00009     2  0.584    0.000  -25858.55  0.060  0.046  -20.4      1 12.20765 -0.10030 273.16372 -18.40542       0       1 
  55288        3    0.00024  1.654    0.075  -0.00006     2  0.175    0.000  -44500.29  0.048  0.055  -34.4      1 12.20860 -0.10194 273.16571 -18.40538       0       1 
  55288        4    0.00017  0.974    0.048   0.00000     2  0.143    0.000  -23991.28  0.055  0.039   33.7      1 12.20933 -0.10322 273.16727 -18.40535       0       1 
  55288        5    0.00036  1.766    0.091   0.00001     1  0.493    0.000  -96035.97  0.057  0.033   33.3      1 12.20864 -0.10176 273.16557 -18.40525       0       1 
  55288        6    0.00008  0.751    0.031   0.00009     2  0.418    0.000  -24064.14  0.051  0.060   70.6      1 12.20837 -0.10117 273.16489 -18.40521       0       1 
  55288        7    0.00006  0.599    0.031   0.00016     2  0.833    0.000  -38244.79  0.060  0.060  -90.0      1 12.20873 -0.10181 273.16566 -18.40520       0       1 
  55288        8    0.00006  0.275    0.017  -0.00000     1  0.938    0.000  -75969.57  0.060  0.040  -29.7      1 12.20894 -0.10219 273.16612 -18.40520       0       1 
  55288        9    0.00006  0.337    0.018   0.00007     2  0.730    0.000  -26514.59  0.060  0.041   48.5      1 12.20898 -0.10222 273.16617 -18.40518       0       1 
  55288       10    0.00012  0.997    0.044   0.00013     2  0.342    0.000  -24396.53  0.060  0.060   12.7      1 12.20852 -0.10124 273.16503 -18.40511       0       1 
  55288       11    0.00006  0.360    0.018  -0.00000     2  0.627    0.000  -27661.92  0.060  0.034   27.6      1 12.20882 -0.10172 273.16562 -18.40508       0       1 
  55288       12    0.00006  0.264    0.016   0.00001     2  0.752    0.000  -24067.90  0.029  0.060  -39.2      1 12.20883 -0.10164 273.16556 -18.40503       0       1 
  55288       13    0.00006  0.513    0.028   0.00018     2  0.645    0.000  -26950.44  0.056  0.060  -79.7      1 12.20880 -0.10157 273.16548 -18.40502       0       1 
  55288       14    0.00005  0.693    0.023   0.00031     2  0.582    0.000  -25413.27  0.060  0.060   89.8      1 12.20902 -0.10191 273.16590 -18.40499       0       1 
  55288       15    0.00007  0.422    0.024   0.00009     2  0.682    0.000  -25319.02  0.050  0.060   54.8      1 12.20873 -0.10134 273.16522 -18.40497       0       1 
  55288       16    0.00006  0.408    0.018   0.00016     2  0.705    0.000  -31486.67  0.028  0.060  -49.9      1 12.20921 -0.10193 273.16602 -18.40483       0       1 
  55288       17    0.00006  0.416    0.024   0.00008     2  0.617    0.000  -25456.07  0.050  0.060   -5.7      1 12.20963 -0.10251 273.16676 -18.40475       0       1 
  55288       18    0.00009  0.443    0.023   0.00003     2  0.389    0.000  -24745.74  0.060  0.032   17.3      1 12.20972 -0.10259 273.16688 -18.40470       0       1 
