\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 6.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00059 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|       BIC|FWHM_1|FWHM_2|    PA|STATUS|    GLON|    GLAT|       RA|      DEC|DEBLEND|CLUSTER|
|  char|    long|    double|double|  double|   double| long|double|  double|    double|double|double|double|  long|  double|  double|   double|   double|   long|   long|
|      |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |          |arcsec|arcsec|   deg|      |     deg|     deg|      deg|      deg|       |       |
|  null|    null|      null|  null|    null|     null| null|  null|    null|      null|  null|  null|  null|  null|    null|    null|     null|     null|   null|   null|
  89378        1    0.57746  0.687    0.041   0.00002     2  0.384    0.000  -18200.73  0.051  0.057  -61.7      1 19.88316 -0.53467 277.31029 -11.84051       0       1 
  89378        2    0.13996  0.209    0.014   0.00010     2  0.906    0.000  -26941.51  0.057  0.057  -90.0      1 19.88318 -0.53464 277.31028 -11.84048       0       1 
  89378        3    0.28106  0.722    0.027   0.00036     2  0.615    0.000  -18774.94  0.057  0.057  -90.0      1 19.88391 -0.53584 277.31171 -11.84039       0       1 
  89378        4    0.95383  1.329    0.071  -0.00003     2  0.225    0.000  -19126.73  0.057  0.051   31.8      1 19.88320 -0.53439 277.31006 -11.84034       0       1 
  89378        5    0.20628  1.138    0.065  -0.00008     3  0.995    0.738    -436.07  0.057  0.057   90.0      1 19.88338 -0.53433 277.31009 -11.84015       0       1 
  89378        6    0.33349  0.475    0.025   0.00008     3  0.508    0.000  -20508.65  0.057  0.051   34.1      1 19.88432 -0.53597 277.31202 -11.84008       0       1 
  89378        7    0.38368  0.582    0.029   0.00008     2  0.424    0.000  -20702.56  0.051  0.057  -66.9      1 19.88412 -0.53554 277.31154 -11.84006       0       1 
  89378        8    0.12888  0.009    0.016  -0.00010     2  1.005    0.000  -19995.48  0.051  0.057  -90.0      1 19.88417 -0.53561 277.31162 -11.84005       0       1 
  89378        9    0.13715  0.013    0.012   0.00006     3  1.002    0.000  -14381.19  0.051  0.051  -89.8      1 19.88363 -0.53449 277.31035 -11.84001       0       1 
  89378       10    0.15094  0.187    0.015   0.00003     2  0.922    0.000  -22978.03  0.057  0.051   37.3      1 19.88380 -0.53478 277.31070 -11.83999       0       1 
