\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 6.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00053 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|       BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|    GLAT|       RA|      DEC|DEBLEND|CLUSTER|
|  char|    long|    double|double|  double|   double| long|double|  double|    double|double|double|double|  long|   double|  double|   double|   double|   long|   long|
|      |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |          |arcsec|arcsec|   deg|      |      deg|     deg|      deg|      deg|       |       |
|  null|    null|      null|  null|    null|     null| null|  null|    null|      null|  null|  null|  null|  null|     null|    null|     null|     null|   null|   null|
 881427        1    0.22901  0.229    0.018   0.00003     1  0.491    0.000  -21534.41  0.050  0.050   90.0      1 348.72661 -1.04452 260.03466 -38.95700       0       1 
 881427        2    0.67579  1.361    0.059   0.00013     2  0.245    0.000  -23455.61  0.055  0.055  -90.0      1 348.72455 -1.03709 260.02530 -38.95444       0       1 
 881427        3    1.06155  1.836    0.100   0.00012     2  0.358    0.000  -15381.65  0.055  0.050   -6.2      1 348.72468 -1.03719 260.02551 -38.95439       0       1 
 881427        4    0.13265  0.275    0.011  -0.00007     3  0.971    0.000  -93408.70  0.055  0.055  -90.0      1 348.72495 -1.03756 260.02610 -38.95438       0       1 
 881427        5    0.43533  0.599    0.038   0.00004     2  0.714    0.000  -15652.22  0.050  0.055  -54.1      1 348.72468 -1.03715 260.02547 -38.95437       0       1 
 881427        6    0.17421  0.484    0.016   0.00004     1  0.822    0.000  -81111.59  0.055  0.055  -90.0      1 348.72495 -1.03751 260.02604 -38.95435       0       1 
 881427        7    0.27707  0.758    0.027   0.00023     2  0.366    0.000  -20274.16  0.055  0.055  -90.0      1 348.72479 -1.03725 260.02565 -38.95433       0       1 
 881427        8    0.14474  0.163    0.011   0.00003     2  0.784    0.000  -21953.66  0.055  0.050   71.1      1 348.72465 -1.03703 260.02532 -38.95433       0       1 
 881427        9    0.13463  0.293    0.012  -0.00008     2  0.888    0.000  -53690.73  0.055  0.055  -90.0      1 348.72502 -1.03756 260.02615 -38.95432       0       1 
 881427       10   -0.01949 -0.610    0.030  -0.00070     2  1.000    0.012   -6712.26  0.050  0.050  -90.0      1 348.72509 -1.03759 260.02622 -38.95428       0       1 
