\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 6.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00038 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|           MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|       BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|    GLAT|       RA|      DEC|DEBLEND|CLUSTER|
|             char|    long|    double|double|  double|   double| long|double|  double|    double|double|double|double|  long|   double|  double|   double|   double|   long|   long|
|                 |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |          |arcsec|arcsec|   deg|      |      deg|     deg|      deg|      deg|       |       |
|             null|    null|      null|  null|    null|     null| null|  null|    null|      null|  null|  null|  null|  null|     null|    null|     null|     null|   null|   null|
 G343.1261-00.0623        1    0.26390  0.477    0.024   0.00003     2  0.587    0.000  -31694.12  0.061  0.068   63.0      1 343.12535 -0.06497 254.57274 -42.87115       0       1 
 G343.1261-00.0623        2    0.30046  0.220    0.018   0.00000     2  0.597    0.000  -34515.87  0.061  0.061   90.0      1 343.12643 -0.06441 254.57307 -42.86995       0       1 
 G343.1261-00.0623        3    0.44169  0.471    0.027  -0.00000     2  0.442    0.000  -33490.07  0.061  0.061  -90.0      1 343.12600 -0.06284 254.57102 -42.86931       0       1 
 G343.1261-00.0623        4    0.13309  0.049    0.010   0.00002     2  0.965    0.000  -32560.08  0.061  0.061   90.0      1 343.12632 -0.06303 254.57149 -42.86918       0       1 
 G343.1261-00.0623        5    0.13043  0.057    0.010  -0.00009     2  0.992    0.000  -75321.65  0.061  0.061  -90.0      1 343.12604 -0.06246 254.57064 -42.86905       0       1 
 G343.1261-00.0623        6    0.17630  0.287    0.013   0.00001     1  0.951    0.000 -163825.68  0.068  0.068   90.0      1 343.12606 -0.06243 254.57063 -42.86901       0       1 
 G343.1261-00.0623        7    0.24484  0.497    0.018   0.00005     2  0.597    0.000  -40687.75  0.068  0.068  -51.2      1 343.12659 -0.06309 254.57179 -42.86901       0       1 
 G343.1261-00.0623        8    0.15743  0.203    0.012  -0.00005     2  0.946    0.000  -95250.71  0.068  0.061   -5.7      1 343.12612 -0.06245 254.57070 -42.86898       0       1 
 G343.1261-00.0623        9    0.09040 -0.119    0.011  -0.00040     3  1.000    0.000 -139588.50  0.061  0.061   90.0      1 343.12665 -0.06311 254.57186 -42.86898       0       1 
 G343.1261-00.0623       10    0.15413  0.315    0.013   0.00010     2  0.789    0.000  -34035.55  0.068  0.068   90.0      1 343.12677 -0.06319 254.57205 -42.86893       0       1 
 G343.1261-00.0623       11    0.51626  1.095    0.040   0.00027     2  0.481    0.000  -34881.38  0.068  0.068   90.0      1 343.12663 -0.06291 254.57163 -42.86886       0       1 
 G343.1261-00.0623       12    0.14832  0.125    0.010   0.00002     2  0.989    0.000 -158813.08  0.061  0.068  -18.0      1 343.12632 -0.06248 254.57091 -42.86884       0       1 
 G343.1261-00.0623       13    0.19036  0.416    0.016   0.00011     2  0.601    0.000  -38833.58  0.068  0.068  -90.0      1 343.12637 -0.06241 254.57087 -42.86876       0       1 
 G343.1261-00.0623       14    0.22317  0.264    0.016   0.00002     2  0.829    0.000  -39263.73  0.068  0.061   23.8      1 343.12634 -0.06236 254.57079 -42.86875       0       1 
 G343.1261-00.0623       15    0.64498  1.411    0.058   0.00030     2  0.683    0.000  -24724.38  0.068  0.061   -4.4      1 343.12673 -0.06282 254.57162 -42.86873       0       1 
 G343.1261-00.0623       16    0.18722  0.335    0.014   0.00009     2  0.644    0.000  -38241.70  0.064  0.068  -10.3      1 343.12635 -0.06229 254.57073 -42.86870       0       1 
 G343.1261-00.0623       17    0.15005  0.263    0.010   0.00009     2  0.853    0.000  -42346.97  0.061  0.068   11.2      1 343.12646 -0.06242 254.57096 -42.86869       0       1 
 G343.1261-00.0623       18    0.18035  0.392    0.015  -0.00002     3  0.954    0.000 -148181.19  0.068  0.068   90.0      1 343.12650 -0.06243 254.57101 -42.86867       0       1 
 G343.1261-00.0623       19    0.13510  0.136    0.010  -0.00000     2  0.982    0.000  -43435.91  0.068  0.068   90.0      1 343.12694 -0.06297 254.57196 -42.86865       0       1 
 G343.1261-00.0623       20    0.20518  0.260    0.015   0.00003     1  0.976    0.000  -58683.42  0.068  0.061    0.8      1 343.12692 -0.06293 254.57189 -42.86865       0       1 
 G343.1261-00.0623       21    0.18190 -0.010    0.015   0.00001     1  1.010    0.000  -72799.73  0.061  0.061  -89.9      1 343.12699 -0.06300 254.57203 -42.86864       0       1 
 G343.1261-00.0623       22    0.14025  0.210    0.014   0.00006     2  0.929    0.000  -63276.36  0.068  0.061   27.3      1 343.12646 -0.06232 254.57085 -42.86863       0       1 
 G343.1261-00.0623       23    0.19106  0.440    0.018  -0.00039     3  0.978    0.000 -112612.31  0.068  0.068  -90.0      1 343.12664 -0.06250 254.57119 -42.86861       0       1 
 G343.1261-00.0623       24    0.19991  0.358    0.015   0.00004     2  0.512    0.000  -36143.38  0.063  0.068   16.7      1 343.12640 -0.06218 254.57065 -42.86859       0       1 
 G343.1261-00.0623       25    0.18293  0.140    0.017   0.00002     2  0.882    0.000  -34032.77  0.068  0.061   13.0      1 343.12702 -0.06296 254.57201 -42.86859       0       1 
 G343.1261-00.0623       26    0.13118  0.149    0.012   0.00006     2  0.873    0.000  -34298.43  0.061  0.068   19.1      1 343.12639 -0.06214 254.57060 -42.86857       0       1 
